offender_id,tag_install_date,tag_type,dob,sex,ethnic_group,original_offence
SIE7253GOC,2022-09-18,location,1968-10-09,female,mixed,Other Indictable
RNE0290LDS,2022-11-22,alcohol,2013-09-13,female,white,Criminal Damage
TEZ8710PEI,2022-10-08,location,1954-12-10,female,unknown,Drug offence
NXB2416CUR,2022-08-31,curfew,1972-11-02,male,white,Other Indictable
EEX4175NRA,2022-09-21,curfew,1929-01-10,female,mixed,Summary motoring
XOY1107XRJ,2022-12-10,alcohol,1990-10-03,male,asian,Summary non-motoring
UEC3871TKT,2022-10-01,location,2013-02-02,female,white,Theft offence
ZIV3260FUE,2022-08-25,curfew,2022-02-27,male,white,Fraud
JIL8877EED,2022-08-09,location,1908-11-10,female,unknown,Summary motoring
LFL5781QJC,2022-10-30,curfew,1919-03-12,female,black,Drug offence
AZT8475PJF,2022-09-11,alcohol,2007-05-25,female,white,Violence against the person
DUC7754RVK,2022-12-15,alcohol,1928-03-29,male,unknown,Criminal Damage
EWA3622KMV,2022-08-10,curfew,1946-01-23,female,unknown,Other Indictable
AOX5117MLV,2022-10-14,location,1992-08-05,female,white,Criminal Damage
FRR9604CVT,2022-08-30,location,1939-07-08,female,black,Drug offence
NLW5978JFP,2022-08-10,location,1947-01-29,female,black,Summary motoring
RBU7113AIV,2022-08-23,curfew,2019-03-07,male,mixed,Drug offence
DYL0566YFK,2022-11-23,location,1975-05-14,male,black,Criminal Damage
SFC1821KVJ,2022-09-16,alcohol,1958-03-06,female,other,Summary motoring
VTO5813IWO,2022-08-02,curfew,1954-11-21,female,mixed,Criminal Damage
SYU9689MIR,2022-09-23,alcohol,1944-03-30,male,unknown,Summary non-motoring
UCP5162YYH,2022-08-24,alcohol,1999-08-12,female,asian,Drug offence
FBV2741CTR,2022-10-11,alcohol,1924-12-08,male,other,Summary non-motoring
GCN8809VNY,2022-10-07,curfew,1951-10-17,female,unknown,Summary motoring
OKX4944LVG,2022-12-08,alcohol,2001-11-07,female,white,Summary motoring
ZIQ2166NHM,2022-08-16,curfew,1959-09-01,female,unknown,Violence against the person
JTW3341ULR,2022-10-05,alcohol,1912-10-16,male,asian,Criminal Damage
DHZ3512XHS,2022-12-05,alcohol,1971-06-09,male,white,Criminal Damage
AYS1209LOU,2022-08-18,curfew,2009-01-02,female,white,Violence against the person
IHM5468AZE,2022-11-15,alcohol,1996-01-01,female,unknown,Criminal Damage
VOJ2355BBE,2022-08-14,alcohol,1999-11-05,female,other,Violence against the person
UWA8682VZR,2022-09-19,curfew,1938-02-15,female,black,Criminal Damage
CTT7870KCC,2022-08-09,curfew,1964-11-03,female,other,Fraud
SNU2621TDR,2022-10-16,curfew,1944-04-02,male,unknown,Summary motoring
BRG3572LMQ,2022-10-03,location,1916-03-09,female,white,Other Indictable
LEO8757ZOB,2022-08-27,alcohol,1990-08-02,male,black,Summary motoring
WHJ0375XVA,2022-11-10,curfew,1943-06-12,male,unknown,Drug offence
LXH7156MGN,2022-08-07,location,1902-12-15,female,asian,Drug offence
ZEP5411OTI,2022-11-12,alcohol,1909-09-15,female,unknown,Summary non-motoring
WOY7827WTV,2022-08-11,location,1949-03-22,female,black,Summary motoring
JBE1801WKE,2022-10-07,alcohol,1979-08-20,female,mixed,Criminal Damage
EVW4628LDM,2022-10-16,curfew,1937-03-02,male,asian,Other Indictable
OYE6776NKF,2022-08-13,alcohol,1949-08-19,male,black,Violence against the person
LFB9221QLX,2022-09-30,alcohol,1967-04-24,female,black,Violence against the person
NWN1815VTE,2022-10-04,location,1958-09-14,female,other,Fraud
MKX5786IGT,2022-08-14,location,1942-11-21,female,asian,Theft offence
CDI3402XDO,2022-12-06,alcohol,2016-02-26,female,asian,Other Indictable
SKG7005UDF,2022-11-24,location,2021-02-27,female,other,Drug offence
QYB6395LJE,2022-08-23,location,1938-12-24,female,other,Summary non-motoring
DKB3398ZST,2022-08-26,curfew,1928-06-07,male,black,Other Indictable
KQV8757IOS,2022-10-18,location,1916-07-22,male,mixed,Summary motoring
KEP1908EHE,2022-12-11,curfew,1931-07-23,male,mixed,Summary non-motoring
EPH6551UBH,2022-09-06,location,1901-10-31,female,black,Fraud
XLE2992PZH,2022-11-17,alcohol,1954-10-24,female,other,Violence against the person
TCJ9357ZSG,2022-11-28,alcohol,1936-09-10,female,white,Summary motoring
YOH2529UAR,2022-09-24,curfew,1944-05-21,male,other,Summary motoring
TXQ9822TAD,2022-09-29,location,2020-06-23,female,asian,Drug offence
VUW4838XPY,2022-09-02,location,1928-10-20,female,other,Summary motoring
TJR4741MVR,2022-09-02,curfew,1973-05-28,female,white,Theft offence
HZB1514APM,2022-11-18,curfew,2013-02-13,female,unknown,Other Indictable
VHT8183BAQ,2022-10-07,alcohol,1923-09-01,male,asian,Fraud
ODZ5212NKZ,2022-12-21,alcohol,1995-09-06,male,unknown,Summary non-motoring
WSL2753HKI,2022-10-21,curfew,2007-06-27,female,unknown,Summary motoring
PLC2703GXR,2022-10-30,curfew,1981-12-07,female,white,Theft offence
VSN5234QSJ,2022-08-06,alcohol,1996-02-19,female,asian,Drug offence
TLY6316CCR,2022-08-27,location,1944-11-26,male,other,Fraud
COF7334FNT,2022-09-18,location,1941-01-19,male,mixed,Other Indictable
DRZ0666FJK,2022-10-07,alcohol,1973-10-21,male,unknown,Violence against the person
LIC5120QHB,2022-09-28,location,1998-07-13,female,white,Theft offence
UNT9836PYN,2022-10-08,location,2018-01-19,female,unknown,Summary non-motoring
DOL9008COK,2022-08-07,curfew,1990-08-28,female,unknown,Summary non-motoring
EMQ8897DXA,2022-10-23,curfew,1949-03-01,female,unknown,Other Indictable
IHZ4264RXS,2022-10-18,location,1908-12-24,male,asian,Summary non-motoring
VRW9269SDH,2022-12-01,location,2005-12-12,male,other,Summary non-motoring
WJC6356BOV,2022-10-24,location,1974-12-08,male,unknown,Drug offence
PFP4761OQK,2022-08-19,curfew,1991-04-16,female,unknown,Theft offence
WDQ2916IKQ,2022-09-17,alcohol,2002-09-14,female,unknown,Summary non-motoring
HJN7293MQG,2022-09-30,curfew,1966-06-22,female,black,Summary motoring
KYP3668EPH,2022-09-27,curfew,1999-10-05,male,white,Other Indictable
CHI7579HBI,2022-08-30,location,1918-12-31,male,black,Drug offence
NEH4506WVO,2022-08-06,alcohol,1971-10-11,male,other,Drug offence
REW6774NHM,2022-09-08,curfew,1962-12-24,male,white,Summary motoring
RCI1884LSJ,2022-10-09,alcohol,1935-05-26,male,mixed,Theft offence
LHF9835DGE,2022-11-01,location,1973-11-20,female,black,Violence against the person
FRS0840IHO,2022-11-27,curfew,1974-01-08,female,black,Fraud
YMM1958SRR,2022-12-24,alcohol,2013-12-30,female,mixed,Theft offence
OQO4348WUA,2022-11-09,alcohol,1939-05-25,male,asian,Drug offence
LHK7540WGS,2022-12-13,curfew,1966-03-01,male,asian,Drug offence
RHG3254AOP,2022-09-19,curfew,1938-01-20,female,asian,Fraud
VNJ0179KCF,2022-10-05,alcohol,1977-03-20,female,unknown,Drug offence
CWD2186AZW,2022-12-23,alcohol,1955-01-30,female,black,Theft offence
WYV8239JWZ,2022-09-29,location,2001-01-22,male,white,Drug offence
KRE8297GIN,2022-10-28,alcohol,1945-03-31,male,mixed,Fraud
QWM4136GWK,2022-12-06,alcohol,1977-02-20,female,unknown,Theft offence
PEO5118EQC,2022-11-23,alcohol,1962-03-07,male,white,Other Indictable
ISJ9021WCP,2022-10-29,location,1934-06-06,female,unknown,Summary non-motoring
UTO6467VJW,2022-08-20,alcohol,1908-04-21,female,other,Drug offence
YOV3516WXF,2022-08-03,alcohol,2004-10-30,female,unknown,Summary non-motoring
ZYS0921EIN,2022-10-05,location,1950-03-26,female,other,Drug offence
YEO7588GXN,2022-11-30,alcohol,1986-01-23,male,mixed,Criminal Damage
TPL7083HFU,2022-09-13,location,1964-03-08,female,asian,Summary non-motoring
ERF4542SOJ,2022-09-27,location,2021-03-15,female,other,Summary motoring
GBZ7821HXC,2022-08-10,alcohol,1925-03-28,female,white,Summary non-motoring
MQL5169AXB,2022-10-31,curfew,1937-05-21,male,asian,Drug offence
YYW5560BVD,2022-11-03,location,1941-12-25,female,asian,Criminal Damage
FGU5683QTC,2022-09-21,curfew,2020-02-23,female,other,Criminal Damage
USM1659WWJ,2022-10-11,curfew,2000-06-07,female,mixed,Other Indictable
EBZ4067KWI,2022-12-18,location,1975-01-29,male,other,Summary motoring
AGI6029GGL,2022-09-15,alcohol,1913-03-17,male,unknown,Summary non-motoring
PXU3783PQP,2022-08-24,curfew,1914-08-06,male,mixed,Other Indictable
QLG4011AOR,2022-11-08,curfew,1968-11-09,female,asian,Theft offence
CPR9569EDZ,2022-10-16,curfew,1992-07-27,male,unknown,Other Indictable
XCO0186FGA,2022-08-31,location,1912-02-23,female,mixed,Violence against the person
AAX5786LVD,2022-10-23,curfew,1979-03-22,male,white,Criminal Damage
SOL5455GSB,2022-10-09,location,1918-09-05,male,other,Criminal Damage
BKO0703MNY,2022-11-19,location,2021-10-03,female,asian,Summary motoring
UGG8269LAF,2022-10-29,alcohol,1945-03-28,female,unknown,Summary non-motoring
TXT7874UGV,2022-09-23,curfew,1940-10-25,male,other,Summary non-motoring
EQS0305JKJ,2022-09-28,location,1932-08-08,female,asian,Criminal Damage
WQE5273PET,2022-12-01,curfew,1939-04-11,female,asian,Criminal Damage
BHP7084SEF,2022-09-07,location,1945-10-17,female,unknown,Fraud
THL6205LJI,2022-08-01,location,1920-08-28,male,black,Other Indictable
YLX0505XMX,2022-08-13,alcohol,1904-12-28,female,mixed,Summary non-motoring
PRQ7539VEK,2022-08-15,curfew,1941-04-03,male,mixed,Theft offence
QVD9330LXS,2022-10-18,curfew,1952-03-27,female,asian,Summary motoring
QXR8395ZPW,2022-10-20,curfew,1917-02-10,male,white,Fraud
DYB4577GNT,2022-12-17,alcohol,1948-01-23,male,white,Drug offence
NIH1628PIR,2022-08-14,curfew,1902-12-09,female,white,Summary motoring
QRO7625PXK,2022-08-06,alcohol,1913-07-17,female,mixed,Theft offence
SEU0402DGL,2022-09-16,alcohol,1983-07-23,female,other,Summary non-motoring
PEZ0565IYZ,2022-10-31,curfew,1972-05-22,male,white,Criminal Damage
TXC7305NUO,2022-09-30,alcohol,1989-03-16,male,black,Summary non-motoring
GTR2813VTL,2022-08-01,curfew,1952-12-18,male,unknown,Violence against the person
OSV6028KAS,2022-12-09,alcohol,2017-07-09,female,unknown,Theft offence
XQY4888LYC,2022-09-09,alcohol,1916-05-20,female,asian,Summary motoring
ZLB1568JOR,2022-11-18,curfew,1973-10-01,female,other,Criminal Damage
QTB8383NRK,2022-10-26,location,1965-11-18,female,other,Fraud
LCD7905DQM,2022-11-28,location,1988-07-09,female,unknown,Theft offence
UWR1489AEH,2022-10-23,alcohol,1909-07-22,female,black,Drug offence
IBG4822RXX,2022-11-25,curfew,1925-07-27,male,unknown,Drug offence
UEL8924WMJ,2022-11-26,location,1986-02-18,male,other,Fraud
JXQ6842FWF,2022-12-22,curfew,1988-10-05,female,black,Violence against the person
KHC9217FUM,2022-11-16,alcohol,1973-10-21,female,mixed,Drug offence
GIW2312RTT,2022-09-24,curfew,1986-12-31,male,other,Criminal Damage
JWC1539GKA,2022-10-05,location,1916-11-16,male,unknown,Summary motoring
UHW4278LKH,2022-08-19,curfew,1987-11-01,male,black,Violence against the person
FTS8456CMF,2022-09-19,curfew,1985-03-06,male,unknown,Other Indictable
SDP9372ERD,2022-09-13,location,2004-02-20,female,white,Summary non-motoring
LKB5590MBZ,2022-10-17,curfew,1922-07-02,female,asian,Summary motoring
PHJ2095MZG,2022-12-11,curfew,1985-05-20,female,other,Summary non-motoring
TKX2789GIV,2022-12-03,alcohol,2015-06-01,male,other,Fraud
OWC4928XAI,2022-11-19,alcohol,1910-12-28,female,other,Violence against the person
ZFK1828YBO,2022-08-28,curfew,1998-03-07,male,white,Criminal Damage
MAQ6352LFD,2022-10-10,curfew,2016-06-16,female,mixed,Criminal Damage
KWO0227BUA,2022-08-01,alcohol,2012-06-25,male,mixed,Theft offence
KCE3020KGY,2022-11-16,alcohol,1955-09-22,male,unknown,Drug offence
HOI0574WUU,2022-09-07,alcohol,1936-04-13,female,mixed,Theft offence
ZSZ8392NQQ,2022-10-25,curfew,1921-10-02,female,black,Theft offence
KMW3463DAT,2022-11-26,location,1902-08-05,female,black,Theft offence
JKY8094QSV,2022-08-24,location,1995-03-27,female,unknown,Criminal Damage
ITZ4543TJC,2022-12-08,alcohol,1971-08-22,male,asian,Summary motoring
BAV4481JFK,2022-12-18,alcohol,1901-08-26,male,unknown,Violence against the person
MRI4302XNU,2022-10-15,location,1920-01-31,male,unknown,Drug offence
ADG5908LMI,2022-10-09,location,2003-05-30,male,other,Drug offence
CVV1043AGR,2022-09-19,alcohol,1968-10-11,male,unknown,Fraud
EQO5244UIJ,2022-11-05,alcohol,1967-10-03,female,white,Summary non-motoring
LFI5844OBC,2022-09-02,alcohol,1986-12-27,male,mixed,Criminal Damage
NKG4835SRJ,2022-09-26,location,1914-07-31,female,white,Summary non-motoring
WPS4240PKJ,2022-10-03,alcohol,2003-06-11,female,mixed,Summary motoring
USW4159XJY,2022-12-06,location,1938-03-06,female,white,Summary motoring
TFM4564JZB,2022-11-20,alcohol,1981-02-24,female,mixed,Other Indictable
MTD4027FER,2022-11-10,location,1989-12-15,male,black,Other Indictable
CTW4629LXW,2022-12-10,location,1947-03-01,male,other,Summary motoring
YOC2260ADO,2022-09-28,alcohol,1975-11-24,male,asian,Drug offence
MUI1663VUZ,2022-08-18,location,1961-03-23,female,mixed,Criminal Damage
WBL4779JGT,2022-10-23,curfew,2006-05-18,female,white,Criminal Damage
MEC7165KJD,2022-09-26,curfew,1909-08-10,male,white,Drug offence
EGK4356JTB,2022-08-27,curfew,1953-01-05,female,black,Summary motoring
AXJ8067BQM,2022-09-25,curfew,1949-12-11,male,black,Other Indictable
QAG1954WLW,2022-10-22,curfew,1986-02-05,female,other,Summary non-motoring
ZUS8226HIP,2022-10-03,location,1989-01-15,female,unknown,Violence against the person
CWG9777SCA,2022-11-10,curfew,2000-11-23,male,black,Drug offence
YYY9498CAS,2022-12-17,alcohol,1992-02-17,male,asian,Drug offence
LTQ8624OQQ,2022-11-17,location,1986-01-20,female,mixed,Violence against the person
XXI8242MOB,2022-12-18,alcohol,1964-10-11,female,black,Summary motoring
VIN1399HGB,2022-09-08,location,1920-12-21,female,white,Drug offence
ARR7416QUF,2022-10-04,location,1978-09-19,female,mixed,Drug offence
SYU2149YNK,2022-11-03,alcohol,2022-04-25,female,asian,Violence against the person
EVW5345MKN,2022-11-10,alcohol,1905-11-26,female,black,Summary motoring
DWZ2595OBO,2022-08-24,curfew,2012-01-07,female,unknown,Summary non-motoring
MJM0472ITK,2022-10-12,alcohol,2004-11-03,male,white,Criminal Damage
OCJ9146VEH,2022-11-30,alcohol,2009-04-11,male,black,Other Indictable
VBS8608JZT,2022-12-14,alcohol,2015-12-06,female,mixed,Theft offence
TFQ6289RPD,2022-11-01,curfew,1947-04-27,female,mixed,Other Indictable
VPK1005TNJ,2022-11-22,curfew,1904-10-19,female,unknown,Fraud
IAH0165TPM,2022-09-06,location,1969-04-02,male,unknown,Fraud
PSH7375COQ,2022-09-04,location,1948-04-18,male,unknown,Violence against the person
BWF2248QNI,2022-09-27,curfew,1976-11-25,female,black,Theft offence
LPW8429AGG,2022-12-14,curfew,2009-10-27,female,other,Other Indictable
REU3851WAK,2022-08-11,curfew,1958-10-03,male,black,Summary motoring
KWX4439PGT,2022-11-27,alcohol,1996-05-28,female,asian,Other Indictable
VGO0838XOB,2022-12-08,location,1949-03-23,male,black,Violence against the person
KOS7364ONF,2022-11-14,curfew,1998-11-02,male,mixed,Summary non-motoring
YYL5114LLV,2022-12-01,curfew,2000-07-12,female,black,Theft offence
EGS3742PQL,2022-10-30,location,1998-05-08,male,white,Violence against the person
ZKT4670ZDB,2022-08-07,curfew,1959-06-12,male,mixed,Drug offence
CTF0876GKO,2022-10-24,location,1958-10-30,male,black,Summary motoring
CLC0481ANC,2022-10-27,location,1930-09-18,female,black,Drug offence
QHX4818PNS,2022-10-19,location,1984-03-26,female,mixed,Summary motoring
KFR2112TQT,2022-11-15,location,1915-06-29,female,unknown,Summary motoring
BUR6586FZT,2022-11-30,location,1993-05-11,male,other,Violence against the person
KFJ8659YIU,2022-12-05,location,1997-05-11,male,asian,Violence against the person
FUT0878CSY,2022-09-23,location,2015-01-15,female,mixed,Fraud
GLI0120OBZ,2022-10-18,location,1916-02-29,male,unknown,Other Indictable
QDG1935XVN,2022-12-22,curfew,1930-06-06,male,asian,Summary non-motoring
BPN0475PAC,2022-08-20,curfew,2006-03-26,male,white,Violence against the person
IPS6608CUT,2022-10-09,curfew,1916-04-01,female,other,Summary motoring
OKT1937RHW,2022-10-20,curfew,2018-03-10,female,mixed,Drug offence
PTB7768YIW,2022-10-12,location,1923-12-15,male,other,Theft offence
XQZ2636ZZV,2022-10-11,curfew,1903-06-06,female,asian,Other Indictable
QFE1017LUB,2022-11-05,alcohol,1952-08-24,male,black,Violence against the person
FBJ7036WBE,2022-08-30,location,1965-03-06,female,other,Drug offence
PGB7589YBH,2022-09-04,curfew,2015-09-07,male,asian,Fraud
CYP1249MPT,2022-08-25,location,1999-06-20,female,unknown,Criminal Damage
NUP1223UGH,2022-10-18,curfew,1962-03-01,female,asian,Summary motoring
IFJ3579YJM,2022-09-06,curfew,2007-05-24,female,unknown,Summary motoring
ZUN5253BVL,2022-09-17,alcohol,1901-04-30,female,white,Theft offence
VMT7381ZFF,2022-08-23,location,1953-09-29,male,mixed,Fraud
QAZ4048PFO,2022-12-18,location,1954-04-13,female,asian,Summary non-motoring
OIG7393SVW,2022-09-29,location,1947-02-21,male,mixed,Summary motoring
DSA2209CZI,2022-08-19,location,1928-03-10,male,black,Summary motoring
GRB7551VRO,2022-10-24,alcohol,2008-03-23,male,other,Drug offence
CAC4527OES,2022-12-11,location,1979-12-16,male,asian,Fraud
FKC8470CIC,2022-10-09,curfew,1946-10-08,female,black,Criminal Damage
HCQ9130AKB,2022-08-29,alcohol,1927-05-15,female,other,Criminal Damage
WDV7665WML,2022-11-13,alcohol,2016-08-15,male,other,Criminal Damage
SOM5198ASR,2022-11-06,alcohol,1901-04-22,male,unknown,Fraud
JTS8986QRA,2022-08-11,location,1976-10-01,female,other,Fraud
AOK7797WUN,2022-09-22,alcohol,1968-09-26,female,black,Summary non-motoring
YEP7912QXD,2022-12-05,alcohol,1917-01-09,female,black,Theft offence
WGE5031OKE,2022-12-14,alcohol,1953-11-24,male,unknown,Summary motoring
YVO8059OCW,2022-09-30,alcohol,1972-09-23,male,black,Other Indictable
QZR3208IVH,2022-08-06,alcohol,1958-03-05,male,asian,Summary motoring
QXA0961MEW,2022-11-04,curfew,2006-01-27,male,black,Criminal Damage
MDD2272JVR,2022-08-05,alcohol,1956-01-03,female,other,Other Indictable
BZJ0596MXK,2022-12-06,alcohol,1912-06-14,female,black,Summary motoring
LDU2288ZIP,2022-11-26,alcohol,2000-08-02,male,black,Summary motoring
EJB1121QVY,2022-08-19,curfew,1924-04-11,female,black,Summary motoring
MII0137UAT,2022-08-21,curfew,2021-05-18,female,white,Drug offence
EBY9372JYM,2022-11-09,curfew,1940-12-30,male,other,Violence against the person
IIB9877WVT,2022-09-26,location,1916-10-12,male,asian,Summary non-motoring
THU8878NNK,2022-09-04,curfew,1963-10-29,female,asian,Summary motoring
XDT3196MFL,2022-12-21,alcohol,2012-08-10,male,white,Drug offence
RHK1174EFA,2022-08-03,location,1994-08-06,female,mixed,Summary non-motoring
UZY1899NNU,2022-10-27,alcohol,1978-09-11,female,other,Violence against the person
THV9097AJI,2022-11-26,curfew,1987-04-13,male,other,Violence against the person
SFQ8237UUW,2022-11-04,location,1956-03-07,female,unknown,Summary motoring
FEA2206WAQ,2022-09-13,alcohol,2013-09-05,female,mixed,Summary motoring
LPF3450MJV,2022-10-07,curfew,1976-03-28,male,black,Theft offence
PTU5100SGO,2022-08-16,alcohol,2021-03-03,male,mixed,Fraud
FLE9064BXO,2022-12-21,location,1909-03-22,male,other,Fraud
FRF6353ZIK,2022-11-11,location,1922-12-02,female,asian,Theft offence
GDL0979HVL,2022-10-30,curfew,1974-06-02,male,unknown,Fraud
BIC7302XXA,2022-08-27,location,1989-02-26,male,other,Criminal Damage
QWH0336QNP,2022-08-20,alcohol,1947-07-05,female,white,Other Indictable
NVD6848ASI,2022-12-16,location,2021-08-26,female,mixed,Drug offence
RKO3014OBS,2022-09-10,alcohol,1944-11-09,female,other,Summary non-motoring
HWP3280RIT,2022-08-13,alcohol,1937-03-28,female,other,Other Indictable
XJM7392VET,2022-11-08,curfew,2014-11-14,female,white,Violence against the person
ALM5054TUH,2022-11-19,alcohol,2014-09-05,female,mixed,Theft offence
MSU6233ZCS,2022-11-08,alcohol,1925-10-28,female,asian,Other Indictable
VRR8307FQR,2022-08-08,curfew,1922-11-26,female,black,Violence against the person
SSJ4873HPU,2022-10-30,location,1926-07-29,female,other,Violence against the person
DUM5591GYD,2022-11-27,location,1945-09-02,male,other,Violence against the person
WJO3904SWP,2022-11-28,alcohol,1909-10-06,male,white,Summary motoring
FZG9788ZVP,2022-11-06,curfew,1957-08-11,male,other,Criminal Damage
MGQ9687QFL,2022-08-25,alcohol,1991-05-17,female,white,Summary non-motoring
OIF3469JJO,2022-08-28,alcohol,1911-08-25,male,asian,Summary non-motoring
FII8541BNP,2022-10-04,curfew,2003-08-10,female,black,Summary non-motoring
RHW9809LUB,2022-11-18,alcohol,1904-05-25,female,mixed,Summary non-motoring
XAD6455XRK,2022-09-04,curfew,1911-02-15,male,other,Fraud
TWG9116CHF,2022-08-02,curfew,1982-01-12,male,unknown,Fraud
GBJ8034PRX,2022-11-07,location,1952-09-08,female,unknown,Summary motoring
SJQ8944TTG,2022-10-20,curfew,1995-05-02,male,black,Violence against the person
ZHV3182UCI,2022-08-17,location,1948-08-26,female,mixed,Summary motoring
BJJ6959HJA,2022-11-11,alcohol,1980-01-28,female,black,Violence against the person
MDE8878ANK,2022-09-04,location,1930-02-05,female,white,Theft offence
SIO2496EQC,2022-08-03,alcohol,2010-06-15,male,black,Criminal Damage
FTW7233SLX,2022-08-23,curfew,1998-01-11,male,black,Violence against the person
WIB0799GQC,2022-08-03,alcohol,1915-06-04,male,unknown,Criminal Damage
WCJ9226IXI,2022-08-02,location,1914-05-30,female,white,Summary motoring
ITF8339YYL,2022-10-08,location,1933-10-15,male,asian,Theft offence
LFX2140WUN,2022-08-13,location,2008-04-11,female,other,Fraud
HVT6504TOH,2022-09-20,curfew,1941-04-27,female,other,Criminal Damage
WMQ6508RJU,2022-12-24,curfew,1966-10-19,male,other,Violence against the person
JWD9276SDJ,2022-11-18,alcohol,1989-12-30,male,black,Theft offence
MHU3108FTF,2022-09-01,alcohol,1904-06-16,female,white,Summary non-motoring
VTD1284ICZ,2022-12-19,location,1926-07-17,male,unknown,Criminal Damage
FNE0830GCD,2022-11-26,location,1936-12-04,male,white,Summary motoring
AJS4475MKM,2022-12-13,alcohol,1973-10-20,male,black,Drug offence
CKL8342OAL,2022-10-04,curfew,1992-10-15,female,other,Summary non-motoring
WFA5885WYA,2022-09-01,location,1960-03-02,male,other,Drug offence
TRW3090QUN,2022-12-16,curfew,1967-09-08,male,mixed,Summary non-motoring
XAE8950YVI,2022-10-20,location,1946-10-05,female,white,Drug offence
EVK9074AHW,2022-10-07,location,1974-06-18,female,black,Drug offence
NUN0381JYT,2022-10-16,location,1982-01-05,male,mixed,Theft offence
RMC4375EWL,2022-09-19,location,2009-02-14,male,mixed,Fraud
LXF7431MRF,2022-11-14,alcohol,1914-03-01,female,white,Theft offence
OQR7656JVS,2022-09-16,location,1999-08-09,male,mixed,Fraud
VTI1965PKA,2022-12-15,location,2005-03-19,male,other,Violence against the person
RHY7655HUI,2022-11-03,alcohol,1961-08-01,male,other,Fraud
QJK0428CBU,2022-11-16,alcohol,1992-02-28,male,asian,Fraud
EVM7461SSK,2022-08-09,curfew,1993-01-25,male,asian,Summary motoring
IKJ6313PSA,2022-10-15,curfew,1933-07-11,female,black,Fraud
TCM7430IOB,2022-11-01,location,1904-12-16,female,white,Theft offence
GRG8302JZE,2022-08-19,alcohol,1999-02-28,male,mixed,Other Indictable
HQS5247BEM,2022-10-02,curfew,2015-05-30,male,asian,Drug offence
PRC2124ZPG,2022-10-19,alcohol,1988-03-14,female,white,Violence against the person
TGU7116FIA,2022-10-06,alcohol,1935-09-05,male,unknown,Summary non-motoring
QRM9388ESA,2022-08-20,curfew,1992-07-19,female,asian,Theft offence
TFL3547ZOF,2022-11-10,curfew,1994-10-20,female,other,Summary non-motoring
YWV7062KMI,2022-12-18,alcohol,1998-03-17,female,other,Criminal Damage
NQT9272QFJ,2022-12-03,location,1981-04-11,male,black,Criminal Damage
HYC5080EGP,2022-09-21,alcohol,1919-05-06,male,asian,Summary motoring
AHH8862OHM,2022-09-30,location,1966-07-12,female,other,Criminal Damage
LIN0373MEN,2022-09-25,curfew,1993-09-23,female,mixed,Drug offence
DKR1664HAZ,2022-10-28,location,1914-10-21,male,white,Violence against the person
VTP7801OMU,2022-10-02,curfew,2013-01-18,female,asian,Theft offence
AUR8005ZBK,2022-11-06,alcohol,1943-10-05,male,black,Summary non-motoring
HIM6187PKM,2022-11-20,curfew,1903-03-24,female,asian,Violence against the person
VTU2577KHK,2022-11-10,alcohol,1989-07-21,female,black,Summary non-motoring
MZW3247ADM,2022-08-22,curfew,1950-12-27,female,black,Summary non-motoring
GKB5594ZHO,2022-09-05,location,1929-12-31,male,asian,Drug offence
VTO5614AYU,2022-09-12,curfew,1993-11-22,female,white,Violence against the person
TFN4930FBZ,2022-08-12,curfew,1979-10-14,female,asian,Fraud
VFS1747ALU,2022-11-19,alcohol,1990-06-29,male,asian,Summary non-motoring
EUU5818KVF,2022-10-19,location,1980-05-16,male,white,Theft offence
KAW8603FBZ,2022-11-03,curfew,1999-05-29,female,asian,Criminal Damage
HUZ3503CDF,2022-10-07,alcohol,1972-06-29,female,black,Summary motoring
JLX5732GMN,2022-09-20,curfew,1975-03-22,female,white,Drug offence
BAK4188NKA,2022-08-26,location,1904-05-01,male,other,Summary motoring
QCF1983CSW,2022-09-10,location,1973-01-18,male,mixed,Summary non-motoring
TFH1509FKO,2022-10-23,location,2022-08-29,male,asian,Other Indictable
OIF4958ZJH,2022-08-24,alcohol,1950-08-18,female,white,Summary motoring
DYY9646YMS,2022-10-04,alcohol,1947-09-29,female,mixed,Theft offence
WFY6017BWG,2022-11-04,curfew,1928-06-03,male,other,Theft offence
GJX6705QHC,2022-11-27,alcohol,1906-10-08,female,asian,Theft offence
HWX1450KBW,2022-12-14,curfew,1990-03-18,female,black,Summary motoring
HIQ6350ZHH,2022-12-12,alcohol,2008-11-15,female,asian,Summary motoring
VVH1203UVC,2022-11-09,location,1988-11-11,male,mixed,Criminal Damage
FPX3362EJU,2022-11-03,location,1941-03-23,male,unknown,Theft offence
XHI4003LHH,2022-09-01,alcohol,2005-01-27,female,asian,Fraud
XDM9612JVD,2022-10-28,alcohol,1989-12-02,female,asian,Criminal Damage
MVT1327QHW,2022-11-02,curfew,1903-10-23,male,asian,Fraud
VVH2524EVT,2022-09-17,curfew,1971-11-22,female,white,Summary motoring
QQE8793WYU,2022-12-06,curfew,1939-12-30,female,asian,Violence against the person
UZF9995ITS,2022-11-05,alcohol,2019-07-29,female,other,Drug offence
KNI9420AGG,2022-09-21,location,2015-02-27,female,black,Fraud
WWK2627AQP,2022-11-29,location,1939-11-19,female,unknown,Summary non-motoring
ZGK7549GKX,2022-09-19,alcohol,1953-07-19,male,unknown,Theft offence
NLZ5847CDM,2022-09-15,curfew,1936-12-15,male,white,Theft offence
